Vuln_ID,Brand,ProdType,Category,Price,Ydif,Protocols,DataStorage,PersonalInfo,CommCap,AuthEncryption,CWE-ID1,CWE-ID2,Information Gathering,Social Engineering,State Attack,Function Abuse,Brute Force,Illegal Access,Data Manipulation,Injection
CVE-2018-11022,Kindle,Tablet,Smart Home,252,5,"TCPIP, GATT, MTP",Local,Yes,"WiFi, Bluetooth, USB",None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-11023,Kindle,Tablet,Smart Home,252,5,"TCPIP, GATT, MTP",Local,Yes,"WiFi, Bluetooth, USB",None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-11024,Kindle,Tablet,Smart Home,29,5,"TCPIP, GATT, MTP",Local,Yes,"WiFi, Bluetooth, USB",None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-11025,Kindle,Tablet,Smart Home,70,5,"TCPIP, GATT, MTP",Local,Yes,"WiFi, Bluetooth, USB",None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-11240,SoftCase,WiFi Router,Telecomm,19,0,,,,,,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-11481,TP-Link,WiFi Camera,Smart Home,56,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, MicroSD",None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-11482,TP-Link,WiFi Camera,Smart Home,56,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, MicroSD",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-11491,ASUS,Smart Bridge,Smart Home,56,2,"TCPIP, GATT, RF, MTP",Remote,No,"WiFi, Bluetooth, ZigBee, USB",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-1164,Zyxel,Router,Telecomm,40,9,"TCPIP, DSP",Local,No,"Ethernet, DSL",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-11689,Samsung,DVR,Smart Home,38,4,"TCPIP, MTP, RS232",Local,No,"Ethernet, USB, Serial, eSata",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-11714,TP-Link,WiFi Router,Telecomm,38,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-12038,Samsung,Solid State Drive,Other,649,4,MTP,Local,No,SATA,Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-12103,D-Link,WiFi Router,Telecomm,38,0,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-12574,TP-Link,WiFi Router,Telecomm,34,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-12575,TP-Link,WiFi Router,Telecomm,34,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-12576,TP-Link,WiFi Router,Telecomm,12784,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-12577,TP-Link,WiFi Router,Telecomm,71,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-12666,SV3C,IP Camera,Smart Home,22,0,TCPIP,Local,No,Ethernet,None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-12667,SV3C,IP Camera,Smart Home,62,0,TCPIP,Local,No,Ethernet,None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-12668,SV3C,IP Camera,Smart Home,21,0,TCPIP,Local,No,Ethernet,None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-12670,SV3C,IP Camera,Smart Home,108,0,TCPIP,Local,No,Ethernet,None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-12671,SV3C,IP Camera,Smart Home,108,0,TCPIP,Local,No,Ethernet,None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-12672,SV3C,IP Camera,Smart Home,136,0,TCPIP,Local,No,Ethernet,None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-12673,SV3C,IP Camera,Smart Home,136,0,TCPIP,Local,No,Ethernet,None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-12674,SV3C,IP Camera,Smart Home,100,0,TCPIP,Local,No,Ethernet,None,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-12675,SV3C,IP Camera,Smart Home,139,0,TCPIP,Local,No,Ethernet,None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-12710,D-Link,WiFi Router,Telecomm,349,7,"TCPIP, PPTP",Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-13134,TP-Link,WiFi Router,Telecomm,15,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-13306,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-13307,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-13308,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-13309,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-13310,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-13311,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-13312,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-13313,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-13314,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-13315,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-13316,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-13317,TOTOLINK,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-14010,Xiaomi ,WiFi Router,Telecomm,369,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-14060,Xiaomi ,WiFi Router,Telecomm,369,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-14080,D-Link,WiFi Router,Telecomm,93,2,"TCPIP, PPTP",Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-14081,D-Link,WiFi Router,Telecomm,93,2,"TCPIP, PPTP",Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-14336,TP-Link,WiFi Router,Telecomm,93,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-14492,Tenda,WiFi Router,Telecomm,369,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-14557,Tenda,WiFi Router,Telecomm,499,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-14558,Tenda,WiFi Router,Telecomm,14,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-14559,Tenda,WiFi Router,Telecomm,104,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-14799,Philips,Cardiograph,Medical,34,1,"TCPIP, DSP, APDU, CCX",Remote,Yes,"WiFi, Ethernet, DSL, Smart Card",Both,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-15124,Zipato,Smart Home,Smart Home,22,5,"TCPIP, RF",Remote,Yes,"Ethernet, Z-Wave",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-15125,Zipato,Smart Home,Smart Home,230,5,"TCPIP, RF",Remote,Yes,"Ethernet, Z-Wave",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-15172,TP-Link,WiFi Router,Telecomm,34,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-15478,myStorm,WiFi Switch,Telecomm,,,,,,,,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-15602,Zyxel,WiFi Router,Telecomm,34,5,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, WAN, DSL, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-15839,D-Link,WiFi Router,Telecomm,34,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-15840,TP-Link,WiFi Router,Telecomm,62,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-16218,Yealink,IP Phone,Smart Home,75,4,"TCPIP, DSP",Local,No,"Ethernet, Phone",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-16221,Yealink,IP Phone,Smart Home,75,4,"TCPIP, DSP",Local,No,"Ethernet, Phone",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-16224,iSmartAlarm,Smart Alarm,Smart Home,75,3,"TCPIP, RF, MTP",Remote,Yes,"Ethernet, USB, ISM",None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-16242,Hangzhou Luoping,Smart Locker,Smart Home,75,1,GATT,Remote,No,BLE,None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-16270,Samsung,Smart watch,Wearable,75,0,"TCPIP, GATT, RF",Remote,Yes,"Bluetooth, NFC, MST",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-16271,Samsung,Smart watch,Wearable,75,0,"TCPIP, GATT, RF",Remote,Yes,"Bluetooth, NFC, MST",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-16272,Samsung,Smart watch,Wearable,75,0,"TCPIP, GATT, RF",Remote,Yes,"Bluetooth, NFC, MST",None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-16333,Tenda,WiFi Router,Telecomm,75,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-16334,Tenda,WiFi Router,Telecomm,61,0,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-16408,D-Link,WiFi Router,Telecomm,62,0,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-16593,Sony,Smart TV,Smart Home,15,3,"TCPIP, MTP",Local,No,"WiFi, Ethernet, USB",None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-16594,Sony,Smart TV,Smart Home,75,3,"TCPIP, MTP",Local,No,"WiFi, Ethernet, USB",None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-16595,Sony,Smart TV,Smart Home,194,3,"TCPIP, MTP",Local,No,"WiFi, Ethernet, USB",None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-16605,D-Link,WiFi Router,Telecomm,66,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17021,ASUS,WiFi Router,Telecomm,123,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17022,ASUS,WiFi Router,Telecomm,299,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-17023,ASUS,WiFi Router,Telecomm,99,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-17063,D-Link,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17064,D-Link,WiFi Router,Telecomm,299,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17065,D-Link,WiFi Router,Telecomm,9,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-17066,D-Link,WiFi Router,Telecomm,19,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17067,D-Link,WiFi Router,Telecomm,15,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-17068,D-Link,WiFi Router,Telecomm,19,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17176,Neato Botvac,Smart Vacuum Cleaner,Smart Home,55,0,TCPIP,Local,No,WiFi,None,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-17177,Neato Botvac,Smart Vacuum Cleaner,Smart Home,66,0,TCPIP,Local,No,WiFi,None,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-17555,ARRIS,WiFi Router,Telecomm,518,2,"TCPIP, DSP",Local,No,"WiFi, Ethernet, Coaxial, Phone",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-17587,AirTies,WiFi Router,Telecomm,119,4,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, Phone, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17588,AirTies,WiFi Router,Telecomm,119,6,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, Phone, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17589,AirTies,WiFi Router,Telecomm,306,4,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, Phone, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17590,AirTies,WiFi Router,Telecomm,306,1,"TCPIP, DSP",Local,No,"WiFi, Ethernet, DSL, Phone",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17591,AirTies,WiFi Router,Telecomm,306,6,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, Phone, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17593,AirTies,WiFi Router,Telecomm,306,5,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, Phone, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17594,AirTies,WiFi Router,Telecomm,306,6,"TCPIP, DSP",Local,No,"WiFi, Ethernet, DSL, Phone",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17777,D-Link,WiFi Router,Telecomm,306,0,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, WAN, Phone, Fiber, USB",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-17786,D-Link,WiFi Router,Telecomm,306,0,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-17787,D-Link,WiFi Router,Telecomm,306,0,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17880,D-Link,WiFi Router,Telecomm,65,0,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-17881,D-Link,WiFi Router,Telecomm,306,0,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-17989,D-Link,WiFi Router,Telecomm,318,2,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-17990,D-Link,WiFi Router,Telecomm,119,2,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-18007,D-Link,WiFi Router,Telecomm,318,5,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB, Phone",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-18008,D-Link,WiFi Router,Telecomm,318,5,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, USB, Phone",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-18009,D-Link,WiFi Router,Telecomm,318,6,"TCPIP, MTP, RS232",Local,No,"WiFi, Ethernet, WAN, Serial, USB",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-18287,ASUS,WiFi Router,Telecomm,318,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18291,ASUS,WiFi Router,Telecomm,318,2,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-18428,TP-Link,IP Camera,Smart Home,318,8,TCPIP,Local,No,Ethernet,Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18441,D-Link,WiFi Camera,Smart Home,318,5,TCPIP,Local,No,"WiFi, Ethernet",None,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18602,Guardzilla,Smart Camera,Smart Home,257,1,TCPIP,Remote,Yes,WiFi,None,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-18706,Tenda,WiFi Router,Telecomm,306,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18707,Tenda,WiFi Router,Telecomm,306,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18708,Tenda,WiFi Router,Telecomm,306,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18709,Tenda,WiFi Router,Telecomm,306,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18727,Tenda,WiFi Router,Telecomm,306,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18728,Tenda,WiFi Router,Telecomm,306,0,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-18729,Tenda,WiFi Router,Telecomm,306,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18730,Tenda,WiFi Router,Telecomm,306,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18731,Tenda,WiFi Router,Telecomm,306,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18732,Tenda,WiFi Router,Telecomm,306,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-18754,Zyxel,WiFi Router,Telecomm,306,5,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, WAN, DSL, USB",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-18767,D-Link,WiFi Camera,Smart Home,306,4,"TCPIP, MTP",Local,No,"WiFi, USB, MicroSD",None,CWE-693,,1,1,1,1,1,1,1,0
CVE-2018-19063,Foscam,WiFi Camera,Smart Home,102,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-19064,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-19065,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-19066,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-19067,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-19069,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-19070,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-19071,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-19072,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-19073,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-19075,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-19076,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-19077,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-19078,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-19079,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-284,,1,1,0,0,0,1,1,1
CVE-2018-19080,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-19081,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-19082,Foscam,WiFi Camera,Smart Home,306,1,"TCPIP, MTP",Remote,No,"WiFi, Ethernet, MicroSD",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-19300,D-Link,WiFi Extender,Telecomm,306,1,TCPIP,Local,No,"WiFi, Ethernet",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-19326,Zyxel,WiFi Router,Telecomm,306,2,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, WAN, DSL, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-19528,TP-Link,WiFi Router,Telecomm,306,2,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-19537,TP-Link,WiFi Router,Telecomm,306,4,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-19922,Actiontec,WiFi Router,Telecomm,306,6,"TCPIP, DSP, MTP",Local,No,"WiFi, Ethernet, DSL, Phone, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-19980,Anker,Smart Projector,Smart Home,99,1,"TCPIP, GATT, MTP",Local,Yes,"WiFi, USB, Bluetooth",None,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-19986,D-Link,WiFi Router,Telecomm,306,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-19987,D-Link,WiFi Router,Telecomm,99,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-19988,D-Link,WiFi Router,Telecomm,99,5,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-19989,D-Link,WiFi Router,Telecomm,99,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-19990,D-Link,WiFi Router,Telecomm,99,1,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-20007,Yeelight,Smart Speaker,Smart Home,61,1,"TCPIP, GATT, MTP, RS232",Remote,Yes,"WiFi, Bluetooth, USB, UART",None,CWE-284,CWE-664,1,1,0,0,0,1,1,1
CVE-2018-20056,D-Link,WiFi Router,Telecomm,90,4,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-664,,0,0,0,0,0,1,0,0
CVE-2018-20057,D-Link,WiFi Router,Telecomm,90,4,TCPIP,Local,No,"WiFi, Ethernet, WAN",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
CVE-2018-20114,D-Link,WiFi Router,Telecomm,90,1,"TCPIP, MTP",Local,No,"WiFi, Ethernet, WAN, USB",Symmetric,CWE-707,,0,0,0,1,0,0,1,1
